id,classification,design_class,boltz2_complex_iplddt,boltz2_complex_pde,boltz2_complex_plddt,boltz2_ipsae,boltz2_iptm,boltz2_lis,boltz2_min_ipsae,boltz2_pdockq,boltz2_pdockq2,boltz2_plddt,boltz2_ptm,esmfold_plddt,isoelectric_point,molecular_weight,proteinmpnn_score,proteinmpnn_seq_recovery,redesigned_proteinmpnn_score,shape_complimentarity_boltz2_binder_ss,expression-yield,kd,koff,kon,score,vdw,elec,desolv,bsa,total
quick-mole-snow,Mainly Alpha,Other,0.8507009744644165,0.8125737309455872,0.861847460269928,0.171816,0.5252372622489929,0.0063,0.037102,0.0183,0.0073,0.7945254445075989,0.8122326731681824,90.27349090909097,8.052052879333495,12675.739899999986,1.0675,0.6810400000000001,0.64868,58.787142493089895,533.2721969999996,5.70199596344991e-08,0.0005629407858888,12099.6300367791,-60.3844,-45.2046,-106.791,6.17835,1762.31,-151.9956
solid-swan-ember,Alpha Beta,Miniprotein,0.787747323513031,0.4510009586811065,0.8574226498603821,0.673186,0.8768036365509033,0.4008,0.406096,0.0183,0.0073,0.8612988591194153,0.9394590258598328,87.61700154559509,4.334450721740724,9265.092899999996,1.1967,0.5604799999999999,0.81663,60.31455243590009,343.6384652602403,1.70875661283486e-08,4.15249326436447e-05,2065.52280668231,-105.5246,-56.7288,-206.872,-7.4214,1978.15,-263.6008
golden-fox-marble,Mainly Alpha,Other,0.7840782999992371,0.7391343116760254,0.810631275177002,0.005084,0.4041458070278168,0.0,0.0,0.0183,0.0073,0.7293341755867004,0.8474233746528625,85.82129716981123,6.903686714172364,12520.413699999985,1.3598,0.51753,0.79147,44.05068730894115,262.8404873432325,7.16795465524644e-08,0.0003999989516849,6006.07950259904,-28.1546,-14.5215,-80.3431,2.43549,1618.45,-94.8646
calm-shark-granite,Alpha Beta,Other,0.8521762490272522,0.8359149694442749,0.8712284564971924,0.718392,0.8727998733520508,0.4742,0.588451,0.0183,0.0073,0.871542751789093,0.8455216288566589,83.98701478743075,4.975878715515137,15406.205599999976,1.2205,0.61046,0.5798099999999999,46.983345418394194,310.98179703774736,3.09686762342775e-08,0.000239891251387,3446.64001288365,-187.0278,-88.0016,-468.378,-5.3506,3148.46,-556.3796
golden-quail-crystal,Mainly Alpha,Other,0.8966387510299683,0.6951324939727783,0.8910636305809021,0.801921,0.922399401664734,0.5958,0.681054,0.0183,0.0073,0.8973307609558105,0.8805844187736511,89.30049744897968,4.783990287780762,11416.160199999984,1.3847,0.5685999999999999,0.94941,58.965009719358605,308.16154618281735,1.3835727024091e-07,0.0008222093703921,6049.69691819852,-133.8674,-65.3598,-348.89,1.27045,2628.51,-414.2498
young-ram-cloud,Mainly Alpha,Other,0.8724456429481506,0.8217854499816895,0.8651413917541504,0.883965,0.926646649837494,0.6011,0.714603,0.0183,0.0073,0.877442479133606,0.8471511006355286,84.87428265524622,5.145599937438964,13280.954699999987,1.4192,0.5109199999999999,0.7805000000000001,57.82966155302175,551.4286409999997,4.60711315542081e-08,0.0003215139388851,4066.27227900909,-164.9372,-74.9296,-443.354,-1.33678,3442.07,-518.2836
azure-lion-willow,Mainly Alpha,Miniprotein,0.8740305304527283,0.5191296935081482,0.8540453314781189,0.82864,0.931812584400177,0.5751,0.672479,0.0183,0.0073,0.8695988059043884,0.9277769923210144,86.99533834586465,4.568172645568848,9619.744699999994,1.399,0.49772,0.8940699999999999,62.59019209925617,441.5923409999999,5.10411448520573e-08,0.000390006447995,5006.98057046235,-170.9139,-87.3739,-485.397,13.5394,3022.07,-572.7709
dark-bear-frost,Mainly Alpha,Miniprotein,0.8758420944213867,0.8443465232849121,0.8515008687973022,0.842975,0.9220773577690125,0.5859,0.623067,0.0183,0.0073,0.8656161427497864,0.8556796908378601,84.06584786053877,5.174076271057127,8956.308099999993,1.5329,0.41097,1.02675,59.9617337194976,350.8983507634252,5.41579442001967e-08,0.0004664613518183,10371.1298106736,-189.7827,-79.8307,-554.92,1.03199,3421.75,-634.7506999999999
radiant-goat-ivy,Mainly Alpha,Miniprotein,0.8389067649841309,0.4517414271831512,0.8604861497879028,0.836942,0.9213525652885436,0.5496,0.608731,0.0183,0.0073,0.8726593852043152,0.9362586140632628,81.01206896551727,4.879366111755371,8653.850499999993,1.5217,0.3731899999999999,1.08727,57.84015207468504,70.22324191398076,1.4615723470605e-07,0.0008099872047716,4350.41345117303,-128.8819,-85.704,-183.283,-6.52129,3138.9,-268.987
noble-swan-fern,Mainly Alpha,Miniprotein,0.8893793225288391,0.5431442856788635,0.8759008049964905,0.806866,0.9330872297286988,0.5992,0.660761,0.0183,0.0073,0.8873381018638611,0.9082866311073304,83.5939314845024,5.125194740295409,8721.926299999992,1.6865,0.34147,1.13209,54.51699535578345,338.5558872922507,4.17451882975037e-08,0.0004812363905837,13934.3898634694,-153.057,-98.8922,-363.243,18.4838,3404.21,-462.1352
crimson-falcon-ivy,Mainly Alpha,Miniprotein,0.8780983090400696,0.4734731614589691,0.8780738115310669,0.83775,0.9338544607162476,0.5913,0.652269,0.0183,0.0073,0.889229953289032,0.9293872714042664,86.50022400000002,6.633417320251465,8885.182399999992,1.5626,0.4328999999999999,1.03729,62.09949004427821,419.5554719999998,3.10099705306186e-08,0.0002893570839028,6156.58586927705,-179.4638,-102.119,-426.045,7.86421,3096.19,-528.164
deep-crow-ivy,Alpha Beta,Other,0.8886174559593201,0.5140461921691895,0.8608579039573669,0.80412,0.9234727025032043,0.5354,0.735978,0.0183,0.0073,0.8733808398246765,0.9228695631027222,83.33974932855875,6.154491996765136,15848.925699999993,1.3522,0.55616,0.74249,64.51494615172741,52.37231424999997,2.75397322591136e-08,0.0007948707188338,27144.3024185851,-172.8194,-72.6233,-437.27,-12.7421,2778.98,-509.8933
vast-ox-pine,Mainly Alpha,Miniprotein,0.8653643727302551,0.6421764492988586,0.8574418425559998,0.795451,0.9190276861190796,0.5883,0.608102,0.0183,0.0073,0.8697590231895447,0.8761630654335022,85.194072327044,5.413709449768065,9032.193599999991,1.667,0.36586,1.0429199999999998,54.49679704683622,423.96580799999975,2.594261556749e-08,0.0003107442501646,12894.0792380461,-166.0619,-92.3007,-314.859,-10.7894,3050.14,-407.1597
radiant-bear-leaf,Mainly Alpha,Miniprotein,0.8623653650283813,0.8306174278259277,0.8639085292816162,0.866437,0.9290176033973694,0.6106,0.648096,0.0183,0.0073,0.8769303560256958,0.8464440107345581,83.99537065052945,5.325495338439941,9505.789399999994,1.5811,0.44998,1.04651,57.84024744032712,379.8876771417645,5.30786901726602e-08,0.0002489493243182,4005.81870295804,-167.2132,-111.428,-276.0,-0.585159,3249.64,-387.428
vast-bat-ash,Mainly Alpha,Miniprotein,0.8722320199012756,0.5373347401618958,0.8538927435874939,0.797839,0.9271674156188964,0.5858,0.629489,0.0183,0.0073,0.8685476183891296,0.9126990437507628,84.25539808917193,8.2630578994751,9059.46939999999,1.6775,0.38415,1.07614,62.27635757663634,269.784810214329,3.86998182779107e-08,0.0003216644356056,12119.3109074959,-167.1449,-99.9882,-402.26,13.2953,3026.43,-502.2482
pale-wolf-maple,Mainly Alpha,Miniprotein,0.8518920540809631,0.4947054088115692,0.8331345319747925,0.803141,0.9214248061180116,0.5435,0.589863,0.0183,0.0073,0.8507925868034363,0.9333341121673584,84.88415309446259,5.072732353210449,8739.911699999993,1.5595,0.3061,1.12214,60.4153735780093,150.99108488114172,3.03462616635723e-08,0.0002891727111482,10813.430076937,-157.0381,-79.001,-461.218,14.2065,3251.23,-540.219
scarlet-boar-quartz,Mainly Alpha,Miniprotein,0.8765318989753723,0.7110965847969055,0.8539319634437561,0.84735,0.9226853847503662,0.5792,0.598758,0.0183,0.0073,0.8676826357841492,0.8583186864852905,84.50443095599391,5.323847007751465,9376.66679999999,1.6423,0.41461,1.10638,59.82822943544905,434.3000039999997,3.05663036302292e-08,0.0003143159764578,7494.05348305331,-191.8778,-113.88,-363.073,-5.38325,3312.73,-476.953
violet-lynx-reed,Mainly Alpha,Miniprotein,0.9090933203697203,0.4935943484306335,0.9035415649414062,0.832275,0.9419286847114564,0.5846,0.712254,0.0183,0.0073,0.91121906042099,0.922796905040741,85.60399371069188,6.634554100036622,9041.407999999989,1.5906,0.4183,1.14688,58.44105666851507,372.4458874707066,8.37101005444424e-08,0.0004746300360127,7479.87151967297,-200.9379,-104.233,-494.185,2.13212,3349.91,-598.418
frozen-raven-maple,Mainly Alpha,Miniprotein,0.8819265365600586,0.8525996804237366,0.8655215501785278,0.847178,0.9229021668434144,0.59,0.606566,0.0183,0.0073,0.8769976496696472,0.8562895655632019,84.63610937499993,5.12985553741455,9229.582599999992,1.5377,0.43413,1.11632,59.186115739633,271.121361378998,6.05523101720446e-08,0.0003388206370104,5595.50306252132,-178.3825,-99.0059,-379.696,-3.43743,3301.69,-478.7019
bright-moth-stone,Mainly Alpha,Miniprotein,0.8642191290855408,0.4137101471424103,0.8472670912742615,0.870874,0.9427309632301332,0.6129,0.707176,0.0183,0.0073,0.8663598895072937,0.948798656463623,87.06913043478266,5.426725578308105,8939.274399999991,1.5119,0.38783,1.096,64.84413816048395,421.17823199999975,3.4645775478969e-08,0.0005050835155057,15982.5165331667,-202.7048,-100.482,-469.746,-8.27357,3343.37,-570.228
radiant-gecko-ruby,Mainly Alpha,Other,0.8522787094116211,0.7591835856437683,0.8421124219894409,0.832683,0.9084804058074952,0.597,0.605029,0.0183,0.0073,0.855385959148407,0.8696010708808899,88.44470741222358,4.962805747985839,11096.497299999988,1.332,0.54952,0.78618,50.86088635829847,485.8949189999997,4.91950824511869e-08,0.0002212960922125,4498.33766275552,-149.9173,-69.0069,-509.829,21.0554,3260.08,-578.8359
scarlet-lion-vine,Mainly Alpha,Miniprotein,0.8605944514274597,0.8505340218544006,0.8318994641304016,0.825205,0.9200761318206788,0.5734,0.618948,0.0183,0.0073,0.849534809589386,0.8646941781044006,80.26314456035769,4.789389991760253,9533.757799999992,1.7702,0.37804,1.12061,57.920029084558735,439.0127339999997,7.42335249334826e-08,0.0006289705111646,12886.2454854003,-181.4373,-98.747,-392.265,-4.23726,3280.16,-491.012
young-zebra-leaf,Mainly Alpha,Miniprotein,0.8426225185394287,0.5021310448646545,0.8383046388626099,0.790018,0.9098340272903442,0.5283,0.563542,0.0183,0.0073,0.8526105284690857,0.9269717335700988,85.89559241706151,8.213417243957519,9097.398299999992,1.5381,0.3573399999999999,1.09087,57.37208858729181,411.788309244208,3.34860265864029e-08,0.0003192202328705,7575.80656189244,-181.3947,-106.978,-386.563,2.89593,3061.86,-493.541
green-raven-jade,Mainly Alpha,Miniprotein,0.8342505097389221,0.5441521406173706,0.8362928032875061,0.80565,0.9253005981445312,0.5654,0.619687,0.0183,0.0073,0.8540943264961243,0.920152485370636,83.82055031446546,5.500957298278808,9046.334899999996,1.7506,0.3670899999999999,1.09473,59.599826085056186,424.3900469999999,2.54038729104775e-07,0.0010113750239236,6480.25071058147,-174.2479,-115.501,-283.368,-2.07332,3234.93,-398.869
small-fox-wave,Mainly Alpha,Miniprotein,0.8536678552627563,0.6492973566055298,0.8527731895446777,0.781911,0.9244429469108582,0.5935,0.621291,0.0183,0.0073,0.867107093334198,0.8832457065582275,86.05581102362204,5.822779655456543,9118.33279999999,1.5999,0.31831,1.10135,59.09873920232439,426.54998399999965,4.21826789750021e-08,0.0002478418613831,8392.80899039351,-182.6607,-86.0534,-421.087,-12.3899,3307.8,-507.1404
quick-fox-thorn,Mainly Alpha,Miniprotein,0.8823210597038269,0.9622802734375,0.8638145327568054,0.849832,0.9233192801475524,0.5936,0.632161,0.0183,0.0073,0.875715434551239,0.8345671892166138,85.89725118483408,6.489785194396972,9003.258599999996,1.6135,0.3805,1.08289,57.051111692572576,322.2020037097265,6.34052558084372e-08,0.0004878071146955,10952.8455525216,-144.9832,-75.7578,-307.977,-7.63001,3127.28,-383.7348
misty-ox-granite,Mainly Alpha,Miniprotein,0.8848673105239868,0.8330898880958557,0.870424747467041,0.827128,0.909622311592102,0.5684,0.563753,0.0183,0.0073,0.8782642483711243,0.8420594334602356,86.56966292134828,5.503458213806151,8980.288199999992,1.5212,0.41585,1.06954,56.216508098020256,60.785510100245865,4.09115965537552e-08,0.000625557262151,9013.80044699339,-182.7708,-109.189,-377.028,1.8238,3293.85,-486.217
vast-zebra-lotus,Alpha Beta,Other,0.8470397591590881,0.6133852601051331,0.8555784821510315,0.763837,0.91179358959198,0.5676,0.658185,0.0183,0.0073,0.8668214678764343,0.8987302184104919,88.05601654846332,4.477969169616699,12489.83339999998,1.3159,0.53084,0.8735400000000002,51.1079226791342,125.88098725150977,8.37250558181087e-08,0.0006817046098023,25512.978631438,-130.7648,-88.0574,-266.942,10.681,3208.07,-354.99940000000004
quiet-cat-ivy,Mainly Alpha,Other,0.8830698728561401,0.5496613383293152,0.8713014125823975,0.809584,0.9435821771621704,0.5711,0.782061,0.0183,0.0073,0.885757565498352,0.907486855983734,85.708652631579,5.050963020324706,13911.747299999985,1.5237,0.4983000000000001,0.92474,62.80534016848818,366.4248977278104,1.12317156599592e-07,0.0031339119115026,25918.1812900976,-168.6994,-73.9055,-356.539,-23.4861,2531.59,-430.4445
young-crane-granite,Alpha Beta,Miniprotein,0.8751893043518066,0.4863296449184418,0.8570112586021423,0.797817,0.9209907650947572,0.557,0.600096,0.0183,0.0073,0.8698071837425232,0.9263274669647216,89.24404081632649,5.019019508361816,9680.0284,1.4766,0.47538,0.92459,48.13457432532458,443.400852,1.05209525068359e-07,0.0006203996595421,4725.29654238351,-155.4433,-83.9108,-388.831,6.23372,2841.4,-472.7418
small-kiwi-sand,Alpha Beta,Other,0.8736125826835632,0.5229787826538086,0.8503261208534241,0.772359,0.9094544053077698,0.499,0.687989,0.0183,0.0073,0.8621518015861511,0.923153519630432,84.33203007518803,5.3757410049438485,15550.67189999999,1.4704,0.49343,0.77783,57.66989690075577,59.85420278172767,2.65810649228798e-08,0.0009062497228924,40696.5654060444,-165.3072,-81.1306,-352.339,-13.7088,3116.06,-433.4696
deep-orca-granite,Alpha Beta,Other,0.8573200106620789,0.5398275256156921,0.8433865308761597,0.729668,0.8958065509796143,0.4856,0.64067,0.0183,0.0073,0.8538705706596375,0.9049087762832642,83.96207116788315,5.3757410049438485,15592.711899999991,1.4756,0.48687,0.77585,58.0836938005842,56.70632395429185,1.10872855912103e-08,0.0024837390624296,104289.374245251,-161.7158,-75.382,-377.96,-10.7418,2847.35,-453.342
golden-ox-vine,Alpha Beta,Other,0.8384641408920288,0.5003758668899536,0.8190439939498901,0.78425,0.9190692901611328,0.5136,0.72594,0.0183,0.0073,0.8390490412712097,0.9205984473228456,83.34044626593797,6.473586082458495,15654.890699999993,1.4871,0.49272,0.77497,62.03893223489037,53.079341332935776,6.150777769290951e-09,0.0006306673426717,125740.893948388,-174.4992,-69.3925,-429.088,-19.2891,2794.06,-498.4805
swift-crane-ember,Alpha Beta,Other,0.8759454488754272,0.8843235969543457,0.8574804663658142,0.768554,0.8979862928390503,0.4817,0.646591,0.0183,0.0073,0.8655816316604614,0.8455780148506165,85.49294990723558,5.140370750427246,15823.917799999988,1.3826,0.5226,0.7845400000000001,63.82501139127788,183.8479389167898,3.7312046539263e-09,0.0015432284157387,392065.592955182,-173.9853,-70.3139,-425.837,-18.504,2778.53,-496.1509
lunar-lynx-rose,Alpha Beta,Other,0.8847802877426147,0.7369664311408997,0.8654159307479858,0.798522,0.9163265228271484,0.5385,0.719009,0.0183,0.0073,0.8755980730056763,0.8781088590621948,84.87343661971828,5.370511817932129,15657.846499999992,1.4141,0.53718,0.7635700000000001,62.02385933458204,285.2778121574763,2.3950115081033802e-09,0.0008612018052057,451863.0935003,-160.4172,-58.4947,-418.934,-18.1357,2726.38,-477.4287000000001
ivory-orca-ivy,Mainly Alpha,Miniprotein,0.8195345997810364,0.8929437398910522,0.8399496674537659,0.064422,0.5032358765602112,0.0175,0.005353,0.0183,0.0073,0.7726069092750549,0.8229967355728149,88.70752902155888,4.83105297088623,9004.279999999997,1.4436,0.4662499999999999,1.01481,47.57206522471583,200.69790586255087,4.95985779342224e-07,0.0021088296893166,4286.1750211963,-40.7394,-23.2012,-20.5131,-13.4356,1409.59,-43.7143
