id,score,vdw,elec,desolv,bsa,total
bright-crane-moss,-27.8363,-29.1183,-21.4634,5.57471,1617.91,-50.5817
wild-toad-pearl,-23.1908,-5.92139,-160.767,14.884,1635.66,-166.68839
jade-mole-dust,-69.9114,-26.0387,-144.835,-14.9057,2751.41,-170.8737
jade-ant-moss,-67.3879,-47.7174,-70.5224,-5.56603,2914.62,-118.2398
dark-tiger-cedar,-86.8237,-53.8658,-146.382,-3.68154,2645.86,-200.2478
dark-orca-cypress,-102.7204,-40.5049,-404.323,18.6491,2181.11,-444.8279
bright-jaguar-marble,-125.3397,-62.6445,-329.411,3.18699,2617.12,-392.0555
ivory-lynx-rose,-40.9706,-29.3266,-61.0721,0.570454,1212.29,-90.39869999999999
quick-otter-snow,-128.4554,-72.9324,-340.472,12.5714,2172.73,-413.4044
radiant-wolf-pearl,-58.157,-39.3178,-155.51,12.2628,2133.71,-194.8278
silent-mole-stone,-91.0214,-46.269,-237.665,2.78064,2241.17,-283.93399999999997
radiant-vole-snow,-156.1408,-99.5351,-227.892,-11.0273,3255.06,-327.4271
rough-panther-clay,-81.7475,-42.0828,-230.014,6.33812,3591.44,-272.09680000000003
crimson-ram-dust,-72.4251,-49.2946,-116.425,0.15451,3076.85,-165.7196
violet-bat-ash,-76.3293,-44.4362,-146.431,-2.60688,1534.64,-190.86720000000003
silver-ox-opal,-81.5014,-51.5765,-136.347,-2.65545,2513.85,-187.92350000000002
hollow-panther-frost,-16.8949,-16.4833,-52.306,10.0496,1959.37,-68.7893
dark-panda-dust,-57.0366,-29.0931,-94.4831,-9.04685,1058.42,-123.5762
rough-raven-pearl,-59.875,-11.0196,-184.462,-11.963,2683.86,-195.4816
radiant-swan-onyx,-57.2555,-24.7462,-101.007,-12.3079,1265.85,-125.7532
young-heron-iron,-89.2281,-59.0486,-176.928,5.20614,2053.98,-235.9766
frozen-hawk-marble,-14.2351,1.77306,-131.788,10.3494,2172.02,-130.01494000000002
scarlet-lion-oak,-57.389,-18.7936,-91.5448,-20.2864,1294.26,-110.3384
quick-kiwi-vine,-74.6166,-31.785,-140.808,-14.67,1911.5,-172.593
shy-bear-crystal,-98.5835,-50.4166,-94.1472,-29.3375,3073.65,-144.56380000000001
quiet-vole-sand,-40.4726,-27.8849,-78.5096,3.11419,1171.71,-106.39450000000001
vast-goat-moss,-15.9487,-7.01757,-12.0412,-6.52286,721.857,-19.05877
misty-fox-lava,-27.9189,-22.9136,-25.0968,0.01407378,1411.43,-48.010400000000004
pale-tiger-ruby,9.2625,10.4512,-47.1151,8.2343,1298.75,-36.6639
violet-fox-cypress,-128.2767,-73.037,-258.816,-3.47647,2571.45,-331.85299999999995
silver-mole-marble,-36.5808,-26.0671,-51.0936,-0.295016,1783.47,-77.1607
mellow-raven-vine,-76.3595,-46.0545,-158.225,1.34004,1878.17,-204.27949999999998
deep-panther-lotus,-77.7127,-31.0178,-163.269,-14.0411,2078.12,-194.2868
small-panther-moss,-107.899,-56.6281,-199.884,-11.2941,2197.57,-256.5121
soft-orca-birch,-212.2688,-110.651,-261.292,-49.3594,4512.6,-371.943
quick-gecko-dust,-54.4918,-27.9722,-196.137,12.7078,1371.56,-224.1092
steady-boar-fern,-57.8996,-10.9255,-361.891,25.4041,1669.33,-372.8165
quiet-orca-thorn,-103.2781,-75.7449,-72.1255,-13.1081,3228.13,-147.87040000000002
bright-lion-lava,-132.7192,-62.9109,-209.249,-27.9585,5120.9,-272.1599
radiant-eagle-opal,-25.9671,-15.2451,-127.508,14.7796,2797.49,-142.7531
rough-boar-sand,-96.1271,-57.3184,-185.115,-1.78574,3419.25,-242.4334
quick-ant-ember,-60.5662,-52.9112,-92.1696,10.7789,2275.64,-145.0808
lunar-orca-stone,-48.1128,-43.127,-102.657,15.5456,2180.49,-145.784
violet-panther-topaz,-54.6342,-32.4672,-177.911,13.4152,2214.03,-210.3782
frozen-shark-ash,-73.8128,-54.2882,-31.024,-13.3198,2194.68,-85.3122
green-vole-ember,-161.5845,-106.568,-210.23,-12.9705,3255.05,-316.798
young-bee-onyx,-134.8369,-69.5941,-220.624,-21.118,3504.51,-290.2181
scarlet-tiger-sand,-105.7979,-33.611,-263.805,-19.4259,2957.26,-297.416
solid-crane-oak,-137.6207,-99.4176,-172.439,-3.71532,4276.62,-271.85659999999996
rapid-jaguar-iron,-130.8502,-79.3175,-212.366,-9.05954,3224.09,-291.6835
young-ram-wave,-61.4399,-37.944,-84.2862,-6.63862,2127.12,-122.2302
shy-swan-ember,-92.5278,-40.2706,-245.308,-3.19559,2576.31,-285.5786
ivory-goat-moss,-64.1586,-24.3825,-293.803,18.9845,1936.28,-318.1855
scarlet-mole-marble,-101.5881,-73.8006,-245.276,21.2677,3297.73,-319.0766
deep-gecko-bronze,-13.4943,-26.6123,25.485,8.02099,1703.7,-1.1273000000000017
vast-bear-onyx,-86.1464,-59.9736,-116.211,-2.93059,2855.36,-176.1846
green-jaguar-orchid,-115.9439,-80.9152,-183.117,1.59467,2541.5,-264.0322
hollow-zebra-thorn,-63.7015,-25.4901,-173.53,-3.50543,1717.06,-199.0201
bright-yak-crystal,-122.2519,-62.6859,-374.857,15.4054,2874.79,-437.54290000000003
misty-hawk-moss,-148.3344,-100.865,-278.328,8.19625,3134.51,-379.193
steady-lion-leaf,-24.4936,-10.9145,-103.5,7.12088,1108.02,-114.4145
strong-bat-sand,-75.4449,-44.6927,-145.113,-1.72955,1876.36,-189.8057
brisk-deer-topaz,-150.6747,-107.329,-175.71,-8.20368,3540.53,-283.039
young-hawk-onyx,-173.455,-88.8739,-295.596,-25.4619,4442.94,-384.4699
jade-mole-birch,-72.514,-47.0182,-167.962,8.09659,1960.01,-214.9802
frozen-panther-pearl,-117.9396,-85.2841,-191.708,5.68613,2381.74,-276.9921
brisk-bat-ice,-30.1259,-14.3352,-71.1281,-1.5651,1806.37,-85.4633
green-panther-dust,-186.5593,-107.7,-286.358,-21.5877,4629.89,-394.058
silver-orca-ice,-163.0093,-68.1979,-426.754,-9.46058,4891.72,-494.9519
vast-cat-leaf,-131.4733,-85.4286,-70.0085,-32.043,3104.64,-155.4371
steady-falcon-orchid,-124.362,-78.6253,-134.127,-18.9113,3046.71,-212.7523
rough-panda-jade,20.4085,30.0032,4.81401,-10.5575,1076.61,34.81721
dark-toad-oak,-23.9279,-8.55665,-9.93595,-13.3841,1209.07,-18.4926
amber-quail-thorn,-73.2667,-44.8138,-113.566,-5.73971,2220.61,-158.3798
silver-quail-sand,-66.7455,-22.9399,-84.0765,-26.9903,2581.41,-107.0164
hollow-mole-wave,-43.3813,-38.4342,31.3962,-11.2263,1931.65,-7.037999999999997
jade-falcon-pine,-118.5586,-84.2126,-75.1363,-19.3187,2770.93,-159.34890000000001
ivory-panda-fern,-130.9206,-93.0622,-102.495,-17.3594,3298.86,-195.55720000000002
lunar-kiwi-marble,-47.2312,-33.6942,-25.4823,-8.44051,1609.03,-59.176500000000004
lunar-heron-clay,-115.9961,-58.3255,-335.782,9.4858,2586.05,-394.10749999999996
noble-ibis-pine,-168.041,-82.7004,-207.609,-43.8188,4340.19,-290.3094
rapid-orca-crystal,-64.2566,-50.7498,-20.8564,-9.33552,1653.9,-71.6062
gentle-vole-cypress,-100.3701,-65.5091,-92.0003,-16.4609,2678.48,-157.5094
radiant-bee-maple,-129.8909,-74.596,-238.299,-7.63505,3283.72,-312.895
frozen-deer-jade,-59.2441,-47.5219,7.55467,-13.2331,1578.77,-39.96723
deep-ibis-frost,-51.6181,-23.7973,-124.371,-2.9466,1301.22,-148.1683
ivory-falcon-lotus,-120.4974,-101.818,-53.2713,-8.02518,2889.42,-155.08929999999998
dark-eagle-quartz,-25.5651,-21.0625,-72.9743,10.0923,1068.12,-94.0368
bright-bear-stone,-93.3728,-66.7291,-132.193,-0.205131,2292.09,-198.9221
bright-ibis-plume,-72.5458,-59.0572,-48.241,-3.84041,2301.51,-107.29820000000001
quick-yak-ruby,-126.2173,-79.4002,-258.881,4.95908,2740.38,-338.28119999999996
solid-swan-ivy,-192.3066,-96.3154,-292.921,-37.407,3397.51,-389.2364
scarlet-raven-orchid,-216.2369,-79.5879,-415.847,-53.4796,6398.46,-495.43489999999997
pale-lynx-willow,-33.1774,-32.0287,-38.5019,6.55168,1727.13,-70.53059999999999
lunar-boar-maple,-148.0061,-97.6351,-184.917,-13.3876,4210.24,-282.5521
dark-lynx-plume,-233.1566,-100.928,-63.1028,-119.608,6176.69,-164.0308
frozen-panda-marble,-154.881,-48.1617,-266.802,-53.3589,5267.93,-314.9637
quick-swan-ice,-133.4113,-41.8467,-381.873,-15.19,3306.32,-423.7197
hollow-yak-willow,-180.1214,-56.9748,-290.139,-65.1188,7588.21,-347.1138
crimson-bear-thorn,-172.7219,-97.9409,-192.453,-36.2904,4654.21,-290.39390000000003
green-ibis-willow,-72.5175,-47.9932,-147.26,4.92774,2445.53,-195.2532
jade-gecko-stone,-101.3688,-42.4192,-283.353,-2.27904,3525.99,-325.7722
lunar-owl-pine,-112.1546,-45.0132,-362.914,5.44141,4251.87,-407.92719999999997
scarlet-hawk-quartz,-89.3004,-69.0479,-13.5683,-17.5388,1986.44,-82.61619999999999
strong-wolf-oak,-194.0142,-112.542,-292.52,-22.9682,6201.64,-405.062
rough-raven-flint,-60.3833,-36.3906,27.9459,-29.5819,1446.5,-8.444699999999997
bright-raven-granite,-182.824,-114.893,-97.3598,-48.459,4352.0,-212.2528
strong-lion-oak,-54.7173,-42.1426,-41.6831,-4.23807,1902.61,-83.82570000000001
noble-crane-clay,-64.1633,-24.3266,-192.169,-1.40293,2476.84,-216.49560000000002
azure-raven-lava,-278.2389,-197.903,-168.732,-46.5895,6774.37,-366.635
golden-bee-leaf,-94.4847,-62.3524,-5.0085,-31.1306,2589.73,-67.3609
radiant-crane-thorn,-220.343,-163.688,-163.455,-23.964,5557.14,-327.14300000000003
mellow-goat-marble,-140.3168,-107.006,-54.3351,-22.4438,3861.84,-161.34109999999998
lunar-seal-orchid,-30.4239,-11.6971,-128.644,7.002,1828.24,-140.3411
azure-jaguar-leaf,-83.0267,-28.8135,-288.819,3.55056,2519.13,-317.6325
violet-jaguar-moss,-53.76,-36.2429,-225.59,27.6009,1819.88,-261.8329
solid-goat-rose,-95.3462,-63.8404,-84.7411,-14.5576,2716.42,-148.5815
swift-ram-lava,-88.4499,-58.2796,-282.237,26.2771,3096.39,-340.51660000000004
pale-bat-birch,-80.5577,-61.6924,-216.412,24.4171,3787.4,-278.1044
young-ram-dust,-58.405,-48.1056,-40.7289,-2.15366,2073.01,-88.8345
calm-deer-stone,-35.5953,-36.2737,-73.3715,15.3527,1993.43,-109.64519999999999
scarlet-ram-sand,-46.8026,-34.5154,-82.481,4.20901,1586.47,-116.9964
frozen-orca-birch,-137.501,-87.6016,-246.956,-0.508247,4149.01,-334.5576
dark-quail-willow,-70.6207,-45.6437,-130.506,1.12423,3050.61,-176.1497
gentle-yak-granite,-44.1305,-25.6929,-125.272,6.61679,3272.79,-150.9649
rough-yak-stone,-88.6254,-64.3478,-186.799,13.0822,3311.32,-251.1468
shy-toad-bronze,-101.9695,-70.5669,-91.9982,-13.003,3523.19,-162.5651
lunar-toad-ruby,-173.3949,-74.0628,-381.641,-23.0039,3530.76,-455.7038
bright-otter-granite,9.0663,63.524,-122.941,-29.8695,3256.45,-59.417
quiet-swan-crystal,-206.5729,-126.564,-115.527,-56.9035,4611.01,-242.091
green-bat-bronze,-281.1144,-167.958,-260.479,-61.0606,6939.48,-428.437
young-seal-iron,-77.4765,-45.282,-241.609,16.1273,2236.72,-286.891
pale-panda-birch,-57.0252,-25.4945,-134.614,-4.60793,3160.67,-160.1085
scarlet-vole-flint,-28.397,-31.2098,-53.4871,13.5102,1510.26,-84.6969
frozen-yak-sand,-27.1557,-2.585,-131.443,1.7179,991.771,-134.02800000000002
swift-tiger-rose,-25.0374,-20.4967,27.3265,-10.006,1834.53,6.829799999999999
rapid-crane-pearl,-85.4715,-67.8074,-56.376,-6.38891,2305.95,-124.1834
swift-orca-ice,-276.2993,-126.148,-326.823,-84.7867,6089.74,-452.971
steady-kiwi-ruby,-151.0848,-59.5318,-298.217,-31.9096,2688.46,-357.74879999999996
golden-jaguar-snow,-108.6767,-60.0449,-187.006,-11.2306,2862.71,-247.0509
noble-fox-onyx,-207.3991,-128.589,-253.344,-28.1413,4712.07,-381.933
scarlet-yak-frost,-62.099,-32.1464,-228.536,15.7546,2700.26,-260.68240000000003
scarlet-bat-maple,-29.6055,-11.8234,-160.28,14.2739,1615.45,-172.1034
wild-heron-granite,-134.4364,-86.7914,-123.231,-22.9988,3695.76,-210.0224
small-toad-cypress,-64.7736,-36.899,-129.492,-1.97624,1382.0,-166.391
steady-cat-reed,-154.7258,-58.6246,-420.365,-12.0282,2912.62,-478.9896
hollow-panda-dust,-59.3465,-27.7841,-82.2531,-15.1118,1418.89,-110.0372
scarlet-mole-flint,-9.7467,4.02756,-90.7486,4.37543,1976.29,-86.72104
frozen-ram-ice,-111.3444,-87.4912,-187.02,13.5508,3175.64,-274.51120000000003
silent-falcon-birch,-86.0973,-59.9801,-237.633,21.4094,2439.47,-297.61310000000003
dark-quail-frost,-23.2759,-31.8729,24.0926,3.77852,1158.33,-7.7803
radiant-panda-flint,-12.096,0.03110748,15.6005,-15.2472,1415.5,15.63160748
vast-zebra-clay,-98.4019,-67.0773,-159.398,0.554956,1889.5,-226.4753
quick-bison-fern,-63.256,-50.6434,-90.102,5.40778,1698.5,-140.74540000000002
rough-gecko-bronze,-154.1696,-78.4922,-31.5672,-69.364,3929.65,-110.0594
scarlet-lynx-iron,-45.4862,-7.96557,-225.196,7.51857,3099.61,-233.16156999999998
amber-bison-oak,-164.3936,-108.189,-217.006,-12.8034,4531.88,-325.195
wild-ibis-granite,-52.5084,2.60736,-305.465,5.97719,2667.56,-302.85763999999995
quick-swan-maple,-58.9073,11.4225,-248.324,-20.665,3628.69,-236.9015
mellow-mole-lava,-64.0495,-39.5558,-22.2735,-20.039,1857.08,-61.829299999999996
quick-yak-iron,-57.0228,-24.7159,-31.4057,-26.0258,1982.82,-56.1216
scarlet-yak-ash,-127.054,-55.4806,-286.362,-14.301,2443.53,-341.8426
quiet-heron-cloud,-103.2324,-70.2673,-61.3923,-20.6866,3301.28,-131.6596
ivory-quail-onyx,-136.3303,-85.3556,-189.907,-12.9933,2602.43,-275.2626
gentle-ox-lotus,-83.6962,-29.2141,-48.4547,-44.7912,4308.23,-77.6688
small-goat-ivy,-93.8404,-46.0398,-287.036,9.60661,2968.59,-333.0758
jade-moth-dust,-52.9151,-50.7963,37.1627,-9.55137,1578.37,-13.633600000000001
gentle-moth-crystal,-23.4367,-14.6781,-10.8682,-6.58501,1237.31,-25.546300000000002
crimson-yak-lava,-127.7375,-71.2795,-158.153,-24.8274,2521.3,-229.4325
strong-kiwi-ivy,-62.7903,-54.3603,-57.6388,3.09771,2731.67,-111.9991
silent-quail-ruby,-78.6623,-69.923,-118.098,14.8803,2946.75,-188.02100000000002
shy-owl-opal,-127.9292,-74.8384,-133.533,-26.3842,2975.8,-208.3714
jade-wolf-sand,-153.1891,-83.7732,-146.663,-40.0833,3485.24,-230.4362
vast-seal-stone,-123.4649,-48.7152,-161.419,-42.4659,3363.32,-210.13420000000002
jade-crane-thorn,-119.501,-74.8746,-43.7678,-35.8728,2721.43,-118.64240000000001
dark-gecko-pine,-98.0372,-61.0477,-103.54,-16.2815,2797.07,-164.5877
radiant-mole-dust,-218.0847,-108.495,-217.903,-66.0091,4841.22,-326.398
mellow-yak-cypress,-165.6239,-92.0627,-309.733,-11.6146,3301.78,-401.7957
small-quail-dust,-140.1222,-68.2987,-320.189,-7.78566,3096.68,-388.4877
calm-lynx-reed,-32.349,-33.6675,-33.5997,8.03844,1251.62,-67.2672
golden-eagle-lotus,-21.532,-16.7962,-14.964,-1.74303,1120.53,-31.760199999999998
scarlet-ant-flint,-111.3233,-68.2002,-116.739,-19.7753,3364.8,-184.9392
deep-moth-granite,-47.685,-32.8313,-36.091,-7.63545,1900.14,-68.9223
scarlet-ibis-ivy,-28.0944,-21.7567,-61.4603,5.95436,957.234,-83.217
vast-deer-ash,-7.9476,9.516,-16.6642,-14.1308,1025.07,-7.148200000000001
hollow-bear-ice,-26.0544,-14.7465,-20.821,-7.14375,1192.81,-35.5675
shy-bat-stone,-88.9715,-60.3897,-118.407,-4.9004,2658.47,-178.7967
silver-cat-wave,-110.4418,-75.5544,-104.638,-13.9598,2844.45,-180.19240000000002
dark-toad-orchid,-35.8485,-23.6321,0.581572,-12.3327,1130.97,-23.050528
vast-dove-cedar,-106.4059,-71.6972,-139.831,-6.74252,2349.39,-211.52819999999997
strong-ram-ivy,-63.1795,-42.6982,-63.6132,-7.75865,1585.38,-106.31139999999999
strong-panther-dust,-138.226,-53.9543,-337.631,-16.7455,2446.16,-391.58529999999996
bright-seal-ice,-124.0353,-38.5564,-373.898,-10.6993,2216.29,-412.4544
vast-goat-cedar,-189.0256,-97.4388,-280.566,-35.4736,3286.34,-378.0048
frozen-bear-opal,-56.5088,-18.3133,-102.553,-17.6849,1864.2,-120.8663
jade-lynx-cedar,-191.7384,-73.5451,-412.164,-35.7605,3077.92,-485.7091
scarlet-cat-clay,-185.7672,-71.1831,-441.702,-26.2437,3706.87,-512.8851
pale-hawk-opal,-198.9199,-106.665,-301.181,-32.0187,5015.5,-407.846
violet-wolf-willow,-57.3863,-9.67595,-95.0652,-28.6973,2168.86,-104.74115
bright-tiger-opal,-106.9015,-47.6783,-232.08,-12.8072,2511.53,-279.7583
swift-dove-wave,-70.6776,-26.5529,-179.169,-8.29094,1764.43,-205.7219
dark-lion-opal,-122.7914,-62.3574,-133.21,-33.792,2243.13,-195.56740000000002
violet-panda-wave,-173.3804,-84.4869,-384.263,-12.0409,3753.77,-468.74989999999997
azure-bat-thorn,-175.771,-95.5151,-277.084,-24.8391,3315.46,-372.5991
noble-toad-topaz,-153.7748,-72.6755,-274.502,-26.1989,2896.28,-347.1775
jade-quail-onyx,-153.3591,-82.5941,-233.569,-24.0512,3162.62,-316.1631
steady-cobra-lava,-179.6333,-90.7244,-370.585,-14.7919,4031.43,-461.3094
solid-ram-reed,-96.8381,-20.3898,-201.718,-36.1047,3367.9,-222.1078
silent-heron-crystal,-191.8587,-72.4355,-501.706,-19.082,3813.57,-574.1415000000001
young-panther-ivy,-82.321,-81.6343,-113.909,22.0951,4780.06,-195.5433
small-mole-crystal,-76.9566,-49.8174,-136.13,0.0867789,1727.9,-185.9474
rapid-seal-vine,-161.3627,-119.395,-134.731,-15.0215,5019.76,-254.12599999999998
amber-kiwi-crystal,-194.9831,-104.303,-108.504,-68.9793,3676.97,-212.80700000000002
shy-wolf-jade,-85.5818,-57.3178,-85.5727,-11.1495,3102.73,-142.8905
rapid-panda-plume,-155.6144,-114.664,-142.944,-12.3616,5044.19,-257.608
lunar-otter-rose,-190.8064,-116.766,-216.99,-30.6424,4577.75,-333.75600000000003
steady-panda-sand,-215.3553,-144.215,-110.096,-49.1211,6071.55,-254.311
rapid-bee-moss,-102.8374,-68.5309,-259.24,17.5415,2663.37,-327.7709
frozen-vole-lotus,-173.2839,-114.738,-260.889,-6.36809,4726.56,-375.627
silver-bee-reed,-83.5608,-49.253,-174.977,0.687599,1874.98,-224.23000000000002
young-bee-oak,-100.2347,-42.2495,-60.0357,-45.9781,2093.92,-102.2852
silver-fox-ice,-232.5878,-107.059,-118.444,-101.84,4729.24,-225.503
small-moth-jade,-94.583,-42.3621,-256.887,-0.843505,2126.12,-299.2491
bright-panda-ruby,-82.051,-56.1757,-62.9162,-13.2921,2396.39,-119.09190000000001
shy-cobra-sand,-78.2809,-54.665,-83.0441,-7.00711,2522.54,-137.7091
jade-jaguar-bronze,-11.3381,-6.52152,-85.1911,12.2216,501.023,-91.71262
jade-cobra-fern,-103.3629,-34.1913,-239.939,-21.1838,2471.5,-274.1303
soft-bear-iron,-43.5514,-9.24205,-190.228,3.73627,2454.79,-199.47005000000001
deep-tiger-ash,-2.9202,24.8649,-77.9425,-12.1966,1743.82,-53.0776
silver-falcon-orchid,-83.6132,-47.573,-180.454,0.0505705,2387.58,-228.02700000000002
misty-panther-quartz,-117.3249,-64.7991,-235.324,-5.46098,3031.15,-300.1231
small-ox-rose,-35.1195,-38.0534,-76.6061,18.2551,1656.87,-114.65950000000001
steady-fox-clay,-106.9717,-43.4827,-218.199,-19.8492,2454.73,-261.68170000000003
vast-panda-jade,-97.8285,-38.0054,-115.822,-36.6587,2172.98,-153.8274
strong-dove-lotus,-96.5775,-50.8762,-119.117,-21.8779,1793.17,-169.9932
golden-ant-reed,-66.2947,-37.532,-49.3616,-18.8904,1155.42,-86.89359999999999
gentle-ox-ice,-63.7639,-32.3855,-148.031,-1.77223,1478.51,-180.4165
calm-lynx-ruby,-142.6367,-83.685,-182.506,-22.4505,2913.5,-266.19100000000003
misty-bat-ruby,-150.7416,-81.1331,-157.553,-38.0979,2312.2,-238.6861
mellow-goat-rose,-91.256,-42.6026,-176.579,-13.3376,1603.19,-219.1816
frozen-panther-cypress,-201.4229,-90.6548,-357.705,-39.2271,4974.91,-448.35979999999995
green-tiger-ember,-30.514,-22.6613,-91.6102,10.4693,3804.58,-114.2715
crimson-seal-bronze,-185.4555,-111.312,-314.606,-11.2223,5203.39,-425.918
gentle-toad-onyx,-11.8338,-15.5899,-7.82004,5.32006,923.541,-23.40994
scarlet-zebra-willow,-44.9745,-38.1854,-20.8766,-2.61379,1754.06,-59.062
quiet-seal-snow,-89.2249,-59.8884,-99.8219,-9.37216,2564.04,-159.7103
violet-heron-fern,-33.9403,-27.4562,-45.413,2.59854,1380.71,-72.86919999999999
steady-ibis-topaz,-163.6107,-115.456,-107.098,-26.7351,4166.95,-222.554
quiet-gecko-plume,3.2599,-6.19982,0.189507,9.42179,1376.8,-6.010313
azure-deer-birch,-125.6549,-70.5569,-86.5223,-37.7935,3096.16,-157.07920000000001
steady-bat-orchid,-94.7733,-25.7732,-446.269,20.2537,1969.88,-472.0422
hollow-owl-frost,-35.6565,-19.6872,-33.5943,-9.25049,1514.22,-53.281499999999994
jade-kiwi-granite,-131.5296,-79.3255,-262.564,0.308694,3551.46,-341.8895
bright-tiger-iron,-118.4885,-104.553,-151.409,16.3463,3239.7,-255.962
wild-seal-granite,-15.3088,-30.7469,28.9917,9.63974,995.841,-1.7551999999999985
frozen-vole-opal,-162.6129,-106.125,-277.392,-1.00953,3633.44,-383.517
azure-jaguar-opal,-27.3876,-11.0926,-216.393,26.9836,3055.05,-227.4856
ivory-eagle-moss,-41.5908,-13.9607,-153.322,3.03427,2163.27,-167.2827
rough-ox-plume,-191.9408,-93.0136,-356.692,-27.5888,5173.27,-449.7056
bright-lynx-oak,-198.3511,-134.181,-179.534,-28.2633,4868.21,-313.71500000000003
shy-quail-birch,-173.2478,-58.3913,-409.584,-32.9397,3074.66,-467.9753
ivory-orca-marble,-185.3771,-56.0408,-434.314,-42.4735,3672.0,-490.3548
azure-otter-moss,-115.6445,-49.8172,-217.392,-22.3489,2764.49,-267.2092
swift-cobra-plume,-154.1225,-100.164,-253.833,-3.19187,3249.42,-353.997
shy-cat-marble,-55.1408,-32.1732,-190.802,15.1928,2342.57,-222.9752
quick-cat-iron,-144.2513,-89.3534,-170.944,-20.7091,3611.66,-260.2974
radiant-bear-marble,-108.1098,-60.9727,-163.786,-14.3799,2583.56,-224.7587
dark-shark-onyx,-155.0815,-88.217,-216.648,-23.5349,3696.68,-304.865
hollow-ant-moss,-150.072,-75.0225,-272.849,-20.4797,2867.29,-347.87149999999997
scarlet-zebra-reed,-98.5323,-37.3268,-272.043,-6.79689,2705.94,-309.3698
azure-panda-maple,-86.9637,-65.3361,-67.4184,-8.14388,2124.16,-132.7545
mellow-wolf-frost,-122.1781,-58.6216,-239.996,-15.5573,3069.81,-298.61760000000004
young-ant-lotus,-95.9197,-58.9959,-74.6937,-21.9851,3149.85,-133.6896
silent-panther-moss,-159.7533,-94.534,-255.518,-14.1157,3315.07,-350.052
solid-bee-ruby,-125.4431,-54.4383,-250.114,-20.982,3797.28,-304.5523
quiet-falcon-fern,-110.2819,-40.0588,-328.883,-4.44646,3635.06,-368.9418
deep-crane-ash,-93.8766,-39.6582,-155.752,-23.068,3307.47,-195.4102
deep-shark-iron,-216.3724,-122.54,-162.6,-61.3124,5455.1,-285.14
young-orca-cypress,-47.5806,-41.3775,-143.893,22.5755,1591.25,-185.2705
rapid-jaguar-lotus,-14.7682,-5.31682,-203.566,31.2618,2091.13,-208.88282
crimson-toad-reed,-99.1315,-58.3285,-241.47,7.49101,2409.69,-299.7985
ivory-boar-wave,-81.9836,-53.3746,-240.566,19.5042,2083.18,-293.9406
radiant-moth-vine,-287.9484,-177.535,-325.004,-45.4126,6683.03,-502.539
bright-panda-stone,-103.1088,-29.6116,-262.645,-20.9682,3443.73,-292.2566
calm-goat-onyx,-194.2562,-97.7409,-455.789,-5.3575,6335.51,-553.5299
ivory-quail-clay,-69.7921,-24.4527,-249.498,4.5602,2482.59,-273.9507
violet-zebra-fern,-125.3233,-107.062,-120.266,5.79188,4476.6,-227.328
bright-boar-ivy,-140.7004,-94.2212,-193.954,-7.68835,2724.64,-288.1752
misty-shark-ivy,-133.1597,-82.2164,-325.538,14.1643,2723.88,-407.75440000000003
calm-lion-marble,-137.8654,-87.3347,-308.084,11.0861,2912.77,-395.4187
jade-quail-snow,-75.78,-58.7158,-83.2769,-0.408791,2355.51,-141.9927
swift-kiwi-wave,-124.8518,-90.8925,-99.884,-13.9825,2816.28,-190.7765
green-hawk-thorn,-91.9385,-78.0592,-142.836,14.6879,2656.0,-220.89520000000002
jade-ox-wave,-124.227,-42.5801,-435.081,5.36934,2466.29,-477.66110000000003
golden-goat-cloud,-119.1319,-79.4862,-321.747,24.7037,2733.67,-401.2332
jade-bear-frost,-64.0717,-55.9196,-112.934,14.4347,2010.54,-168.8536
misty-ibis-frost,-73.136,-31.0229,-269.412,11.7693,2072.09,-300.43489999999997
radiant-dove-bronze,-19.449,18.2004,-191.591,0.668807,3216.59,-173.3906
lunar-boar-reed,-187.3375,-99.6817,-220.471,-43.5616,4356.66,-320.1527
radiant-ibis-frost,-124.3796,-96.6624,-188.828,10.0484,3789.62,-285.4904
strong-lion-ruby,-167.6592,-81.3131,-235.606,-39.2249,5108.1,-316.9191
frozen-gecko-reed,-130.6741,-85.8543,-253.406,5.86143,2715.83,-339.26030000000003
azure-hawk-plume,-135.6568,-72.19,-216.81,-20.1048,2467.67,-289.0
pale-zebra-onyx,-26.0994,-13.2241,-5.28711,-11.8179,1531.8,-18.51121
wild-panda-orchid,-123.5504,-44.9924,-321.287,-14.3006,2026.25,-366.2794
dark-swan-dust,-75.3611,-56.8989,-56.5097,-7.1603,2358.26,-113.4086
solid-ox-opal,-72.8869,-43.7716,-85.5872,-11.9979,2611.95,-129.3588
silent-owl-leaf,-51.2892,-38.6943,-54.1276,-1.76937,2110.33,-92.8219
violet-raven-pine,-24.4288,-37.521,18.7833,9.33553,1299.11,-18.7377
frozen-panther-wave,-63.689,-33.2312,-130.588,-4.34018,2138.91,-163.8192
soft-heron-flint,-95.9104,-45.3837,-228.451,-4.83645,2124.09,-273.8347
steady-swan-bronze,-16.4733,-5.252,-60.2018,0.819086,1255.32,-65.4538
vast-lynx-flint,-13.8595,-15.8219,-16.0883,5.18007,1414.79,-31.9102
deep-panda-sand,-91.8068,-16.6753,-234.366,-28.2583,4604.94,-251.0413
steady-yak-pine,-148.7563,-76.9551,-192.69,-33.2632,3485.35,-269.6451
vast-deer-topaz,-122.6484,-82.1661,-232.611,6.03989,3356.28,-314.7771
ivory-fox-ruby,-63.0091,-41.8808,-119.533,2.77835,1926.02,-161.4138
